architecture,is_architecture,author/s,city,country,start_year,end_year,qty_title,qty_paragraph,qty_caption,qty_unassigned,qty,certainty_score,fuctional_type_infered,fuctional_type_classified,uses_wikipedia
Glasgow School,Yes,Charles Rennie Mackintosh,Glasgow,Scotland,1870s,1910,1,4,2,2,9,0.9800336361,Office,Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary,TRUE
Queens Cross Church,Yes,Mackintosh,Glasgow,Scotland,1897,1897,0,0,1,0,1,0.9697528481,ecclesiastical,Church,FALSE
Fortingall cottages,Yes,James MacLaren,Glasgow,Scotland,1892,1892,0,1,0,0,1,0.9997885227,house,Cabins,FALSE
Willow Tea Rooms,Yes,Mackintosh,Sauchiehall,Scots,2013,1870,0,1,2,0,3,0.973031342,house,Restaurant / Bar / Coffee Shop,TRUE
House,Yes,Witold Rybczynski,Maltese,Maltese,unanswerable,the Romans,13,660,192,16,881,0.964204371,House,Single-Family Housing,TRUE
Hill House,Yes,Mackintosh,Helensburgh,Scottish,1902,1902,0,0,1,0,1,0.9991790056,house,Farm / Stable,FALSE
Palais Stoclet,Yes,Wiener Werkstätte,Brussels,Belgium,1905,1903,0,4,3,0,7,0.9997548546,house,Hospital / Clinic / Dispensary,TRUE
Bassett -,Yes,John Nash,London,United Kingdom,1905,1905,0,0,0,1,1,0.9487983584,house,Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital,FALSE
Beauty,No,,,,,,,,,,,,,,
Rosenhaus,Yes,Notable people,Berlin,Germany,1888,1905,0,3,0,0,3,0.9994990826,house,Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital,TRUE
Burgtheater,Yes,Karl Freiherr von Hasenauer,Vienna,Austria,1776,1776,0,1,0,0,1,0.9990127087,Theater am Kärntnertor,Theater,TRUE
Majolica House,Yes,the architect/s behind the Majolica House,San Francisco,United States,1905,1905,0,0,0,1,1,0.9994049072,house,Hospital / Clinic / Dispensary,FALSE
Ernst Ludwig House,Yes,Olbrich,Darmstadt,Germany,1899,1901,0,3,1,0,4,0.9996063411,house,Hospital / Clinic / Dispensary,FALSE
Wedding Tower,Yes,Olbrich,Darmstadt,Germany,1908,1908,0,1,0,0,1,0.9764392376,house,Restaurant / Bar / Coffee Shop,FALSE
Hessische Landesausstellung,No,,,,,,,,,,,,,,
Stadtkrone,No,,,,,,,,,,,,,,
Platanenhain,No,,,,,,,,,,,,,,
Darmstadt,No,,,,,,,,,,,,,,
Secession Building,Yes,Joseph Maria Olbrich,Vienna,Austria,1898,1898,0,3,1,0,4,0.9988793731,building,Town Hall or Municipality,TRUE
Wiener Werkstatte,Yes,Josef Hoffmann,Vienna,Austria,1909,1909,0,1,1,1,3,0.9986236691,workshop,Factory,TRUE
Purkersdorf Sanatorium,Yes,Hoffmann,Vienna,Austrian,1903,1903,0,1,0,0,1,0.9630761743,sanatorium,Hospital / Clinic / Dispensary,FALSE
Stoclet house,Yes,Josef Hoffman and his colleagues,Brussels,Belgium,1949,1903,0,1,0,0,1,0.9998692274,house,Hospital / Clinic / Dispensary,TRUE
Vienna Stadtbahn network,No,,,,,,,,,,,,,,
Kaiserbad Dam,No,,,,,,,,,,,,,,
Imperial,No,,,,,,,,,,,,,,
Post Office Savings Bank,Yes,postal savings systems,several countries,countries,1912,1912,0,2,2,1,5,0.9812931061,Savings,Bank (branch or headquarters),TRUE
Grosstadt,No,,,,,,,,,,,,,,
Wertheim store,Yes,Alfred Messel,Berlin,Germanic,1904,1910,0,1,0,0,1,0.9956584573,"department store in Dusseldorf and the latter for his Wertheim store in Berlin. Boccioni wrote: ‘We find in Germanic countries a ridiculous obsession with a Hellenized Gothic style that is industrialized in Berlin and enervated in Munich.’ By the same token Boccioni’s positive concern to extend the field of the sculptural object to incorporate its immediate milieu had connotations which were intrinsically architectural. This he made explicit as a converse principle in his preface to the catalogue of the first exhibition of Futurist sculpture in 1913: ‘The search for naturalistic form removes sculpture (and painting also) from both its origins and its ultimate end: architecture.’ In his concern for a non-naturalistic expression, Boccioni developed a plastic aesthetic that was entirely removed",Single-Brand Store,FALSE
La Solendeur,Yes,Marinetti,Paris,France,1914,1914,1,0,0,0,1,0.9726158977,Géométrique et Mécanique,Hospital / Clinic / Dispensary,FALSE
Campo de ' Fiori,Yes,Gian Lorenzo Bernini,Rome,Italy,1871,1905,0,0,0,1,1,0.9987300038,sanatorium,Park,FALSE
Faccanoni Mausoleum,Yes,Giuseppe Sommaruga,Sarnico,Italy,1907,1907,0,2,1,0,3,0.989736557,cemetery,Cemetery,FALSE
Monza Cemetery,Yes,Antonio Sant’Elia,Milan,Italy,1912,1912,0,0,1,0,1,0.9946548343,"landscape, synthesized in control panels bristling with levers and gleaming commutators.’ This pristine vision of mechanical splendour was fittingly paralleled by the young Italian architect Antonio Sant’Elia’s power-station designs of the same date. Prior to 1912 Sant’Elia was still relatively isolated from the Futurists, and involved with the Italian Secessionist movement. This so-called ‘Stile Floreale’ was to enjoy an extensive, if brief, national popularity after the resounding success of Raimondo D’Aronco’s flamboyant pavilion for the Exhibition of Decorative Arts held in Turin in 1902. Thereafter, in Udine, D’Aronco continued to follow the lead of Olbrich, while the Milanese architects of the ‘Stile Floreale’ attempted to integrate their taste for the Neo- Baroque with motifs drawn from the Wagnerschule. In Milan this impulse found its most powerful synthesis in the works of Giuseppe Sommaruga, who seems to have exercised a particular influence over Sant’Elia’s early development. Many of the characteristic elements of Sant’Elia’s dinamismo architettonico were surely anticipated in Sommaruga’s hotel at Campo de’ Fiori, while Sommaruga’s Faccanoni Mausoleum [65], built at Sarnico in 1907, seems to have served as the point of departure for Sant’Elia’s design of 1912 for a cemetery at Monza [66]",Cemetery,FALSE
Villoresi Canal Company,Yes,Giuseppe Sommaruga,Milan,Italy,1905,1911,0,1,0,0,1,0.9993033409,"landscape, synthesized in control panels bristling with levers and gleaming commutators.’ This pristine vision of mechanical splendour was fittingly paralleled by the young Italian architect Antonio Sant’Elia’s power-station designs of the same date. Prior to 1912 Sant’Elia was still relatively isolated from the Futurists, and involved with the Italian Secessionist movement. This so-called ‘Stile Floreale’ was to enjoy an extensive, if brief, national popularity after the resounding success of Raimondo D’Aronco’s flamboyant pavilion for the Exhibition of Decorative Arts held in Turin in 1902. Thereafter, in Udine, D’Aronco continued to follow the lead of Olbrich, while the Milanese architects of the ‘Stile Floreale’ attempted to integrate their taste for the Neo- Baroque with motifs drawn from the Wagnerschule. In Milan this impulse found its most powerful synthesis in the works of Giuseppe Sommaruga, who seems to have exercised a particular influence over Sant’Elia’s early development. Many of the characteristic elements of Sant’Elia’s dinamismo architettonico were surely anticipated in Sommaruga’s hotel at Campo de’ Fiori, while Sommaruga’s Faccanoni Mausoleum [65], built at Sarnico in 1907, seems to have served as the point of departure for Sant’Elia’s design of 1912 for a cemetery at Monza [66]",Bank (branch or headquarters),FALSE
Citta Nuova,Yes,Sant’Elia,Milano,Italian,1914,1914,0,2,2,2,6,0.9982516468,house,Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital,FALSE
Messaggio,No,,,,,,,,,,,,,,
Lyceum Club,Yes,Marinetti,London,English,1912,1912,0,1,0,0,1,0.9965600967,house,University or College,FALSE
Symphony,No,,,,,,,,,,,,,,
Karntner,No,,,,,,,,,,,,,,
Steiner House,Yes,Adolf Loos,Vienna,Austria,1910,1910,0,3,1,0,4,0.9992847741,house,Hospital / Clinic / Dispensary,TRUE
Café Museum,Yes,Adolf Loos,Vienna,Austria,1872,1872,0,1,0,0,1,0.9860870242,house,Museum,TRUE
Moller House,Yes,Loos,Vienna,Austria,1928,1928,1,0,0,0,1,0.9998480678,house,Hospital / Clinic / Dispensary,FALSE
Miller House,Yes,Loos,Prague,Austria,1910,1930,0,0,0,1,1,0.9985077381,house,Hospital / Clinic / Dispensary,FALSE
